,ex_name,multi_ex,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,1.6666666666666667,2.0,1.3333333333333333,1.625,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,,,,121.967025,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,,,,15.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,26.5875,42.53333333333333,15.02833333333333,32.13272727272727,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,1.5,2.5,2.333333333333333,2.272727272727273,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,,,,150.07921074380167,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,,,,0.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,19.96688888888889,40.356,13.6059375,21.790386904761903,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,1.8666666666666667,2.2,2.25,2.0357142857142856,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,97.82910523224916,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,63.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,23.664666666666665,47.096,15.275,28.77509259259259,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,1.6,2.0,3.6666666666666665,2.055555555555556,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,190.155794590192,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,27.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,19.239270833333336,41.795,13.22375,22.78360119047619,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,1.4375,1.1666666666666667,1.1666666666666667,1.3214285714285714,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,115.23923685781604,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,62.0,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,21.35375,41.97166666666666,14.958333333333334,26.33095238095238,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,2.1666666666666665,1.0,3.6666666666666665,2.0476190476190474,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,122.59496893424036,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,23.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,22.67530303030303,46.38,14.824999999999998,29.45539682539683,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,1.5454545454545454,2.2857142857142856,3.333333333333333,2.0476190476190474,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,171.10951558327037,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,31.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,22.383333333333333,41.79166666666666,14.816666666666668,27.070833333333333,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,1.7272727272727273,1.1666666666666667,2.0,1.6,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,118.99359263888888,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,21.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,20.31833333333333,40.5775,13.665357142857143,24.443422619047617,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,1.4615384615384617,1.625,1.5714285714285714,1.5357142857142858,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,129.33729277476615,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,54.0,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,20.92055555555556,48.394,15.375,28.243981481481484,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,2.083333333333333,1.2,4.0,1.9444444444444444,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,180.58259448731133,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,24.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,22.954166666666666,42.855,14.97,27.137543859649124,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,1.25,1.3333333333333333,2.6,1.631578947368421,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,166.09027437673132,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,23.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,20.787685185185182,40.358,14.137,23.094761904761903,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,2.2222222222222223,1.8,2.6,2.2142857142857144,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,,,,92.87708645124717,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,,,,79.0,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
