type_indicator,ex_name,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,,,,74.41032561328895,10,6,1,4,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,,,,55.0,10,6,1,4,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,19.72277777777778,40.405,13.766666666666666,22.99524691358024,10,6,1,2,5,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,2.466666666666667,2.833333333333333,2.6666666666666665,2.592592592592593,10,6,1,2,5,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,,,,106.33230446578268,10,6,1,2,5,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,,,,55.0,10,6,1,2,5,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,22.129895833333336,39.330000000000005,12.336875,24.592532051282053,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,2.125,1.6666666666666667,1.0,1.8461538461538465,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,,,,92.13514479063936,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,,,,43.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,21.06233333333333,37.7575,13.65142857142857,21.63557692307692,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,1.2,2.5,1.8571428571428568,1.5769230769230769,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,,,,66.69617028681789,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,,,,19.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,21.529545454545453,39.066,13.9145,23.891785714285717,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,1.2727272727272727,2.2,1.0,1.4285714285714286,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,,,,93.49968626228272,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,,,,11.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,20.495888888888885,39.005,13.5225,22.718779761904763,6,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,1.2,1.1666666666666667,1.0,1.1428571428571428,6,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,,,,91.77921669058249,6,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,,,,32.0,6,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2,portion_housesize
mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,22.67530303030303,46.38,14.824999999999998,29.45539682539683,10,6,1,8,1,10,kwaitlist,1.5,3.0,ver2,house_type,,,True,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,1.5454545454545454,2.2857142857142856,3.333333333333333,2.0476190476190474,10,6,1,8,1,10,kwaitlist,1.5,3.0,ver2,house_type,,,True,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,171.10951558327037,10,6,1,8,1,10,kwaitlist,1.5,3.0,ver2,house_type,,,True,3,house_type
Rop,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,31.0,10,6,1,8,1,10,kwaitlist,1.5,3.0,ver2,house_type,,,True,3,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,21.56809523809524,39.48571428571428,14.347,25.003397435897437,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,2.642857142857143,1.7142857142857142,3.0,2.4615384615384617,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,,,,95.51015608563443,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,,,,18.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,20.15233333333333,41.055,13.786666666666669,23.382777777777772,10,1,1,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,1.2666666666666666,1.1666666666666667,2.0,1.4074074074074074,10,1,1,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,,,,111.70332752057612,10,1,1,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,,,,59.0,10,1,1,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,21.98333333333333,42.12166666666666,14.635,29.54877777777778,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,2.875,1.8333333333333333,4.0,2.533333333333333,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,,,,122.09599313580244,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2,random_avg
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,,,,12.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2,random_avg
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,20.561666666666667,43.32,14.399,23.52517857142857,6,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,1.1111111111111112,1.4,1.2,1.1785714285714286,6,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,,,,104.13332367842972,6,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,,,,60.0,6,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,19.925,41.88166666666667,14.026785714285714,23.15544642857143,8,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,1.6,2.5,1.8571428571428568,1.8571428571428568,8,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,,,,120.89094665089996,8,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,,,,74.0,8,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,20.85770833333333,40.08571428571429,12.4725,24.16735119047619,7,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,1.375,1.2857142857142858,1.4,1.3571428571428572,7,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,,,,117.03069985384782,7,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,,,,62.0,7,6,1,8,1,10,kwaitlist,1.2,1.0,ver2,house_type,,,True,1,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,21.95666666666667,41.31,14.9625,29.323271604938267,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,2.7142857142857144,2.090909090909091,3.5,2.5185185185185186,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,,,,113.54368158055176,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,,,,10.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,house_type
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,21.804166666666667,40.92428571428572,13.8245,25.417339743589743,10,6,1,2,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,3.071428571428572,3.4285714285714284,4.0,3.3461538461538463,10,6,1,2,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,,,,113.69315138991615,10,6,1,2,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,,,,46.0,10,6,1,2,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,22.34030303030303,40.42142857142857,14.886666666666663,27.302539682539685,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,1.5454545454545454,1.2857142857142858,3.6666666666666665,1.761904761904762,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,,,,103.97990016376922,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,,,,10.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2,portion_housesize
