,ex_name,multi_ex,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,4.601666666666668,14.683636363636362,8.651,7.570196078431373,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,5.433333333333334,5.090909090909091,3.9,5.0588235294117645,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,,,,163.62512741253366,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,,,,201.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,1.7725,23.2,4.5085,6.930588235294117,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,6.166666666666667,4.2727272727272725,5.2,5.568627450980392,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,,,,207.0356741637832,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,False,,,,249.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,random_avg
mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,9.983444444444444,18.343636363636364,10.88475,11.963349673202616,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,3.566666666666667,4.2727272727272725,2.8,3.5686274509803924,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,171.27437964297926,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,223.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,3.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,7.888222222222222,21.407272727272726,4.5825000000000005,10.155915032679736,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,4.5,4.909090909090909,5.1,4.705882352941177,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,256.20859513221404,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,307.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,1.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,10.993869047619048,22.797272727272727,7.93425,13.019200680272109,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,2.107142857142857,2.5454545454545454,2.3,2.2448979591836733,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,192.9756822550789,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,229.0,7.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver2,house_type,,,True,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,8.541500000000001,22.893636363636368,4.4875,10.8421568627451,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,4.233333333333333,3.363636363636364,5.7,4.333333333333333,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,218.4122319492504,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,290.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,8.314277777777779,29.514545454545456,4.4475,12.128692810457515,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,4.533333333333333,4.090909090909091,5.5,4.627450980392157,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,280.607129772737,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,374.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,3.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,8.207222222222223,22.795454545454547,4.445,10.616013071895424,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,4.633333333333334,4.363636363636363,5.2,4.686274509803922,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,221.3487409671494,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,306.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,1.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,11.48427536231884,32.462,10.62861111111111,16.295615079365078,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,2.0,1.5,1.6666666666666667,1.809523809523809,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,218.9983972572594,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,,,,190.0,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,,ver2,house_type,,,True,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,8.368222222222222,21.99727272727273,1.5375,9.96846405228758,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,4.533333333333333,4.545454545454546,6.2,4.862745098039215,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,245.91387187833743,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,298.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,6.121111111111111,23.375454545454545,7.484999999999999,10.110065359477124,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,5.033333333333333,4.090909090909091,4.7,4.764705882352941,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,234.02568942927937,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,284.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,3.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,12.47261111111111,18.344545454545457,7.0685,12.679477124183006,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,2.466666666666667,3.1818181818181817,2.4,2.607843137254902,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,,,,183.0517066982784,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,False,,,,303.0,9.0,3.0,3.0,5.0,2.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
