,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_portion_attribute,group_policy_portion_settings,group_policy_priority,group_policy_type,tenant_max_choose,community_patch_method
var_mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,15.0,,,,216.1708$\pm$7.6166,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,15.0,,,,333.0000$\pm$32.0000,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,49.0,10.939277777777775,22.65363636363636,8.37575,12.963251633986928,8.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.8,ver2,,,True,house_type,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,49.0,2.333333333333333,3.0,2.2,2.450980392156863,8.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.8,ver2,,,True,house_type,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,49.0,,,,195.4441830679439,8.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.8,ver2,,,True,house_type,2.0,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,49.0,,,,270.0,8.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.8,ver2,,,True,house_type,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,45.0,10.08452380952381,30.15818181818182,8.72975,14.31437074829932,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,45.0,2.0,2.090909090909091,2.2,2.061224489795918,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,45.0,,,,224.96698385857744,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,45.0,,,,271.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,27.0,15.39782608695652,32.313,6.365277777777777,17.48970238095238,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,27.0,1.9130434782608696,1.5,2.333333333333333,1.9047619047619049,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,27.0,,,,224.9562927851001,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,27.0,,,,258.0,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
